Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level
9.8,76.3,60.2,0,2
10.9,97.7,69.5,0,0
7.7,71.7,50.7,1,0
4.3,99.7,69.6,1,4
12.8,75.2,54.7,1,0
14.3,66.1,39.5,1,3
15.0,67.4,44.2,1,0
16.1,101.6,63.5,1,3
9.0,55.1,66.9,1,4
15.7,103.3,49.5,0,4
11.8,76.5,67.4,0,3
16.9,67.9,62.1,1,1
11.7,78.4,87.1,0,3
9.4,62.6,84.0,1,1
9.3,61.5,65.2,0,4
15.7,47.6,65.9,0,4
4.0,124.8,74.4,1,3
1.1,57.1,62.6,0,4
8.7,97.9,52.1,0,2
13.0,43.3,64.5,1,3
5.9,69.2,94.0,0,2
4.9,59.2,105.8,0,2
14.4,86.4,72.7,1,3
7.0,80.0,52.2,0,4
10.6,60.2,58.9,1,2
13.6,44.4,65.5,1,4
8.7,102.1,39.5,0,2
8.7,107.4,66.6,0,1
2.2,93.8,76.7,0,3
10.0,71.2,86.7,0,2
21.7,115.7,35.5,1,0
15.6,62.1,42.0,0,2
8.1,67.3,76.9,1,2
13.5,64.6,59.2,1,4
15.3,73.8,65.2,0,3
3.6,102.0,53.0,1,2
16.8,67.6,67.7,0,2
15.6,56.7,37.6,0,4
9.2,56.3,44.7,0,1
8.2,54.6,56.5,1,0
5.7,69.4,50.1,1,0
12.4,82.8,63.3,0,1
5.2,66.9,45.6,0,1
14.0,65.0,67.5,1,0
7.9,94.7,78.5,0,1
10.4,140.4,60.7,1,2
10.3,54.8,69.7,0,2
1.6,43.1,48.2,0,3
15.7,59.9,41.9,1,1
22.3,57.0,50.4,1,4
13.2,66.1,75.6,1,4
17.9,101.7,61.1,0,2
13.8,70.2,67.7,1,0
8.4,104.2,51.0,0,1
7.5,95.9,70.6,0,1
15.1,74.2,66.8,1,4
14.2,78.6,44.1,1,3
7.7,35.2,63.7,1,2
6.3,98.1,70.1,0,3
7.3,83.7,84.8,1,1
10.6,91.5,37.7,1,3
9.4,84.1,59.5,1,4
2.5,65.1,77.7,1,4
2.3,58.7,70.3,1,3
3.0,96.7,63.8,0,2
6.8,40.7,77.8,1,2
16.6,79.6,88.8,1,4
9.1,78.3,62.8,0,1
12.1,102.7,72.9,1,3
12.6,73.5,68.1,0,2
7.7,50.7,79.7,1,3
19.0,53.3,86.3,1,1
4.9,88.2,65.2,1,0
12.2,85.5,69.3,0,0
10.7,57.6,74.9,0,2
15.0,73.3,80.9,0,1
16.7,62.6,89.0,1,4
6.9,69.2,88.1,1,2
0.5,54.8,69.2,1,2
1.9,86.3,68.1,1,4
10.2,150.0,70.6,0,1
10.9,62.5,102.2,0,0
7.6,71.4,85.8,1,2
9.6,101.5,51.4,0,2
3.6,72.6,52.3,1,0
4.1,98.9,41.1,1,4
8.3,82.7,60.2,1,2
9.3,83.3,71.7,1,4
9.9,74.4,65.5,0,3
10.7,59.2,66.4,0,3
13.0,78.8,65.4,0,1
13.8,51.0,45.1,1,4
13.5,52.8,62.9,0,1
4.0,63.4,61.2,1,4
14.5,84.7,77.2,1,4
8.8,98.6,81.4,1,2
8.6,90.6,63.4,0,1
-0.5,60.8,83.1,1,3
10.1,52.2,61.6,0,0
16.1,66.4,43.1,0,4
7.5,83.8,77.8,1,4
12.7,104.6,84.6,0,4
17.8,32.0,91.7,1,0
13.1,52.1,68.3,1,4
8.2,81.2,77.1,1,4
9.2,73.3,103.3,0,1
13.8,94.8,46.4,0,1
16.0,78.3,57.8,0,4
8.5,95.1,63.1,0,2
2.6,81.8,44.9,0,0
12.3,114.7,42.7,1,0
5.1,121.0,55.1,1,3
9.7,95.6,71.7,0,2
11.7,36.4,39.3,1,4
13.2,75.8,87.7,0,3
12.9,66.8,91.4,0,2
5.6,97.5,42.9,0,2
13.2,79.0,64.1,1,2
8.1,115.3,71.0,1,2
6.8,92.8,61.9,1,4
10.6,68.5,70.4,0,1
6.2,94.2,54.0,1,2
5.7,76.4,34.7,0,0
6.8,70.4,55.9,0,1
7.9,62.5,64.1,1,1
12.6,84.2,79.7,1,1
26.4,53.1,59.1,0,4
15.3,67.5,55.9,0,4
11.9,59.2,64.9,0,3
2.5,64.8,79.6,0,4
3.5,63.0,62.3,1,2
15.6,64.5,59.5,0,3
9.4,93.9,54.9,0,2
13.9,77.5,75.7,1,1
23.0,37.1,65.6,1,0
13.5,77.2,36.8,0,1
10.5,99.4,82.9,1,3
2.9,58.8,67.2,1,2
2.6,72.9,63.6,0,0
3.4,69.4,76.2,0,1
11.5,150.0,68.5,0,3
21.2,63.9,69.7,0,1
9.5,69.3,62.4,1,0
15.5,84.4,49.9,0,3
11.4,114.5,60.7,1,3
4.9,62.1,70.1,0,0
7.4,82.9,87.9,1,4
-0.4,61.7,73.8,1,1
5.4,97.2,50.8,0,3
3.7,82.8,79.4,0,0
9.9,97.3,66.4,0,1
20.0,71.0,65.5,1,4
6.7,91.0,60.1,1,1
8.0,111.2,59.0,1,1
15.9,49.7,74.5,1,4
4.0,104.5,59.5,1,0
8.5,42.0,70.0,1,0
16.4,64.9,30.5,0,1
2.3,48.6,43.0,0,3
10.6,101.2,57.0,1,1
5.9,63.6,61.4,0,3
13.5,76.0,57.9,0,2
12.4,67.9,70.5,1,2
7.8,44.5,83.6,1,1
5.2,125.5,52.1,0,2
8.4,74.7,63.4,1,0
14.3,46.0,50.3,1,1
10.7,80.1,69.8,1,1
5.5,50.2,66.2,0,2
10.2,57.9,60.9,1,2
8.8,39.6,105.2,1,3
2.1,92.8,70.4,1,2
12.3,83.7,85.0,1,3
12.4,66.5,63.1,1,4
11.6,68.4,56.2,1,2
16.7,91.3,69.7,0,4
12.1,57.0,40.8,1,4
9.4,75.7,44.8,0,3
14.3,33.8,96.8,0,0
12.4,62.7,60.0,1,1
6.9,88.8,76.0,1,0
9.8,87.2,64.8,0,0
10.3,59.6,79.3,0,4
6.1,69.5,73.2,1,1
17.9,63.2,76.1,0,4
11.1,76.8,50.1,1,4
13.0,90.7,86.3,0,1
5.6,57.1,75.2,1,0
4.3,84.0,39.7,1,2
1.3,52.6,60.8,0,2
1.3,83.4,84.9,1,3
16.1,59.4,21.5,0,4
12.1,54.8,62.6,1,3
7.1,45.4,80.3,0,4
12.7,67.2,69.6,0,4
0.9,61.3,68.1,1,2
9.4,47.4,60.6,1,2
10.1,88.2,72.4,1,3
8.2,86.3,69.9,1,0
6.3,65.1,61.2,1,1
11.9,81.8,78.7,1,0
5.6,83.4,57.3,0,0
8.3,88.3,57.4,1,3
14.6,68.4,71.9,0,2
8.5,74.0,49.7,1,0
11.1,77.4,61.5,0,2
10.9,75.7,42.9,1,4
17.5,61.1,76.1,1,1
10.3,77.2,200.0,0,0
8.2,63.0,72.8,1,3
7.6,86.4,79.6,1,4
19.0,50.8,94.4,0,3
3.6,88.3,59.2,0,3
9.8,58.3,42.7,1,3
10.3,113.2,55.2,1,3
10.2,67.6,67.1,1,3
18.7,49.5,88.4,0,2
6.1,77.1,38.3,0,4
1.1,76.9,73.3,0,4
9.1,94.7,61.7,1,4
17.6,71.8,64.5,1,3
6.0,106.4,63.7,0,2
20.8,111.1,70.0,0,2
20.7,86.9,80.2,1,3
2.6,98.6,41.1,0,4
11.6,103.5,78.6,1,0
8.2,37.3,67.2,1,1
10.3,51.4,46.6,1,4
12.4,42.1,82.2,1,1
14.2,95.0,69.0,1,1
8.2,91.7,68.4,1,1
7.3,57.9,81.8,0,1
10.9,66.5,52.1,1,2
15.4,76.6,51.9,0,1
9.6,82.1,19.8,1,1
5.0,89.2,60.7,0,0
2.4,64.8,32.7,1,3
9.3,61.2,60.4,1,1
18.2,89.5,76.4,0,2
3.0,48.3,55.0,0,1
13.3,48.8,55.8,0,1
10.6,96.4,62.4,1,3
9.7,83.2,85.2,0,4
9.8,65.2,64.6,1,2
10.0,66.1,59.9,1,3
9.3,109.5,75.7,1,4
6.9,91.4,59.4,1,0
8.5,75.1,30.1,1,0
15.0,69.0,62.4,1,2
16.4,51.9,53.3,0,3
4.3,88.6,87.5,0,0
10.9,67.8,74.3,0,4
20.3,83.2,45.5,0,1
8.4,85.5,54.6,0,3
-0.7,101.4,54.8,1,3
10.3,89.0,58.1,0,4
10.6,76.7,63.4,0,0
7.8,75.9,77.7,0,3
12.0,37.4,64.6,1,4
5.7,108.9,78.0,0,3
17.6,52.0,54.0,1,3
-0.1,88.0,80.6,1,3
11.9,98.2,54.3,0,3
9.8,50.7,65.8,0,4
3.8,99.5,57.2,1,0
16.0,82.1,86.2,0,4
4.4,77.7,79.6,1,4
6.9,115.0,65.1,1,2
-4.1,65.3,48.0,0,2
2.7,82.8,54.0,0,3
17.2,59.1,78.6,0,2
7.7,107.0,79.0,0,2
8.7,75.5,84.5,0,2
3.9,73.0,91.8,0,1
6.4,127.3,97.4,0,0
11.0,76.2,63.6,1,4
14.6,92.1,61.5,1,3
15.4,91.0,70.5,0,3
15.1,89.1,54.6,0,3
18.2,67.4,74.1,0,0
5.8,84.2,57.8,0,2
13.1,64.5,68.8,0,4
9.7,51.0,56.2,1,0
8.6,127.5,20.7,1,0
4.2,126.8,77.4,0,4
5.7,78.9,73.3,0,0
6.0,31.7,56.5,1,2
12.4,62.0,82.3,0,1
10.2,104.5,67.9,0,3
10.3,97.8,50.1,0,2
15.6,91.5,72.5,0,3
4.7,38.6,60.6,1,1
15.5,83.8,50.0,0,1
9.3,98.3,75.9,1,1
13.4,78.6,72.0,0,1
3.2,56.8,67.1,1,4
8.0,70.6,70.7,1,3
5.7,95.7,51.8,0,4
14.4,96.5,71.9,0,0
19.3,46.7,62.6,1,3
18.3,67.2,66.7,1,2
10.2,84.9,68.7,1,0
8.6,56.9,39.6,0,3
7.1,89.7,71.6,0,4
11.3,51.4,71.3,1,4
6.2,64.3,54.8,1,4
6.9,73.4,80.0,1,2
10.6,108.6,51.5,0,0
8.1,79.4,94.5,0,1
10.3,75.5,66.1,0,1
14.5,49.7,62.4,0,1
0.1,74.0,106.6,0,2
10.7,79.2,81.2,1,3
-3.7,79.9,63.5,0,1
4.9,91.7,65.2,0,4
5.4,59.0,80.3,1,1
2.7,69.5,83.0,1,4
11.7,83.2,50.5,1,4
9.0,52.5,72.3,1,2
13.1,65.5,51.0,0,2
1.0,97.5,71.3,1,4
7.1,89.0,70.2,0,2
15.4,70.9,54.8,0,1
11.5,55.2,46.9,0,1
18.5,108.2,63.1,1,0
10.0,27.4,57.4,0,2
1.0,59.4,73.7,0,4
14.1,72.8,63.2,1,1
15.7,60.2,35.3,0,3
8.1,85.6,54.6,1,4
9.0,105.8,42.9,0,3
14.0,60.3,114.6,1,3
6.1,32.8,46.1,0,2
12.3,73.7,70.9,0,0
18.4,53.9,73.7,0,0
5.6,93.4,63.4,0,1
15.5,69.0,86.3,1,0
9.8,67.9,55.6,0,2
12.8,69.6,89.2,0,0
5.4,87.2,44.9,1,3
-1.0,63.8,81.7,1,0
9.3,71.0,61.5,0,0
9.8,87.9,79.2,0,2
1.9,96.9,61.4,0,4
9.8,52.1,63.3,0,2
13.4,89.7,72.9,1,2
23.4,67.5,66.7,0,3
11.0,108.6,71.8,1,2
9.9,79.7,48.0,1,4
15.8,81.3,68.3,1,0
15.8,82.2,57.3,1,2
7.8,48.4,72.6,0,2
2.6,58.8,58.6,0,2
14.8,58.2,62.6,0,2
14.9,77.8,65.5,1,3
10.6,78.6,73.7,1,3
4.9,84.9,67.5,0,0
14.8,65.2,78.1,1,1
13.8,83.5,67.6,1,4
16.7,39.7,56.0,0,4
10.5,98.9,65.8,1,3
8.8,48.5,67.0,1,4
16.5,84.2,55.6,0,1
14.8,91.7,71.2,1,4
14.1,103.7,78.3,0,3
13.8,89.9,73.1,0,0
5.6,78.9,55.5,0,1
8.0,86.5,92.2,1,2
11.7,71.9,104.6,1,3
12.3,57.0,46.1,0,4
9.1,56.3,63.9,1,4
11.6,43.4,59.2,1,0
7.9,87.5,55.1,0,3
11.5,90.4,67.5,1,0
10.0,82.2,52.6,1,1
20.6,108.3,29.5,0,4
9.7,77.2,90.2,0,4
17.7,90.8,71.2,1,0
11.6,56.9,58.8,1,2
11.2,63.1,50.6,0,0
8.3,46.1,62.7,0,4
8.8,69.7,51.5,0,4
8.5,45.2,67.0,1,1
8.1,84.3,89.3,0,4
0.1,64.3,46.2,1,2
7.1,105.0,47.4,0,1
13.5,76.8,79.9,1,2
-5.0,50.5,73.2,1,2
3.5,88.3,81.0,0,0
13.0,86.1,91.9,1,4
12.0,59.2,34.8,0,4
6.7,79.8,77.3,0,3
11.4,56.3,48.6,1,2
9.7,91.4,61.5,1,0
1.6,42.1,60.1,1,2
12.2,97.9,73.6,1,0
9.4,91.9,24.4,0,0
16.6,113.2,77.8,1,1
5.7,103.5,51.2,1,2
9.6,41.9,86.7,1,3
11.4,100.8,35.3,0,2
9.1,60.3,72.1,0,2
7.3,93.0,70.5,0,1
17.7,87.2,69.8,1,1
4.6,59.4,73.3,0,4
8.8,63.3,61.8,1,4
8.2,59.1,57.8,0,4
10.8,65.8,77.9,1,3
14.9,63.6,66.5,0,3
18.2,66.9,54.1,0,2
3.7,70.7,59.3,0,2
6.3,103.7,82.6,1,3
8.7,51.6,76.3,1,2
12.9,57.3,50.4,0,3
3.0,62.4,68.1,1,1
9.9,88.4,70.2,0,0
8.3,103.5,74.9,1,4
16.5,88.2,82.8,1,1
12.9,84.8,60.4,0,4
11.3,74.4,65.0,1,2
18.6,56.6,60.7,0,0
10.0,86.6,86.7,1,1
6.0,49.5,74.9,1,3
11.3,82.8,44.9,1,2
8.1,43.5,61.6,1,4
5.4,111.9,46.2,1,4
8.5,78.4,73.3,1,3
11.3,87.0,39.1,1,1
8.5,72.7,49.6,1,3
14.2,103.3,86.9,0,4
8.6,58.2,84.5,0,3
6.4,150.0,53.6,1,0
-2.6,96.7,67.3,1,1
8.6,82.3,74.0,1,4
10.4,76.0,69.2,0,0
7.4,62.0,64.5,0,4
8.1,67.1,73.0,1,3
-5.9,70.2,70.5,0,4
17.6,124.2,59.4,0,0
6.5,65.8,59.6,1,0
13.8,68.5,69.4,1,3
6.2,66.5,78.5,0,3
7.0,96.4,62.8,1,0
6.4,59.5,77.4,1,2
11.7,68.4,82.7,0,0
20.9,76.8,68.2,1,2
8.2,43.5,76.1,0,1
12.4,95.1,66.1,0,1
12.6,75.2,68.1,1,0
11.2,50.7,79.1,1,0
16.9,47.8,104.6,1,1
8.1,62.9,55.1,1,0
12.0,64.4,77.4,0,1
12.7,104.4,82.2,1,2
16.1,56.1,68.4,1,1
13.5,67.3,51.1,0,3
11.2,79.9,60.6,0,1
11.4,72.3,59.9,1,1
10.9,57.5,62.9,1,4
10.4,94.5,101.0,1,1
5.8,100.6,50.9,1,4
4.1,26.2,67.3,0,2
6.3,56.7,92.1,1,3
10.3,98.5,55.1,1,3
22.5,52.1,69.5,0,3
8.1,102.8,70.2,1,0
15.9,58.0,97.6,0,3
5.7,52.9,60.9,0,0
4.5,57.1,90.5,0,2
6.6,63.6,67.8,1,2
5.9,91.7,59.8,0,1
4.6,107.5,42.1,0,1
16.7,111.3,60.6,0,3
8.4,84.3,84.1,0,4
4.1,89.4,74.2,0,4
10.9,66.4,58.2,1,1
6.2,117.8,42.8,0,3
8.6,60.6,50.1,1,4
8.2,97.9,77.6,1,3
6.0,126.0,51.4,1,4
9.9,80.7,88.9,1,3
11.0,110.3,77.3,0,1
7.3,60.5,63.1,0,2
-2.5,53.0,71.6,1,2
3.7,61.5,73.5,0,3
11.6,150.0,61.7,0,4
11.3,94.3,61.0,1,3
10.1,83.6,41.9,1,4
15.1,61.6,56.5,0,4
6.6,83.3,89.2,1,0
11.7,66.4,37.3,1,1
14.5,42.7,57.0,0,3
12.6,75.1,76.5,1,0
10.5,79.7,80.4,1,2
12.0,64.2,83.2,0,2
10.1,82.0,83.8,1,1
0.1,89.2,62.3,1,1
2.5,55.8,48.6,0,2
9.2,68.2,46.0,0,0
11.0,53.0,91.3,1,2
15.6,74.8,30.3,0,1
16.6,71.4,64.4,0,2
10.2,43.5,60.1,0,2
1.8,110.4,58.9,0,4
16.1,70.6,58.6,0,2
17.2,90.4,22.7,0,4
9.3,121.7,104.4,1,1
8.5,89.5,65.6,1,0
3.8,42.8,65.8,1,4
6.4,58.0,55.9,0,0
13.6,63.1,53.8,0,0
2.3,55.9,58.9,0,3
12.1,82.9,44.5,0,1
9.0,70.5,50.6,0,3
8.7,60.5,100.8,1,1
0.8,91.0,78.9,0,3
6.7,70.1,55.1,1,1
7.6,53.4,51.6,0,4
0.5,97.9,49.7,1,3
10.8,54.4,37.7,0,3
19.7,75.1,80.2,1,4
12.3,64.9,72.4,0,4
4.1,84.1,40.9,1,2
11.9,74.0,85.5,0,4
-0.8,93.2,43.7,1,0
9.9,93.0,55.6,0,1
11.1,46.7,71.8,1,1
13.7,105.4,67.2,1,2
13.9,97.6,98.6,0,2
9.1,70.8,63.3,1,4
1.8,65.7,54.9,0,3
12.2,106.1,47.1,1,0
8.9,79.2,56.3,0,0
10.5,66.3,60.9,1,3
19.5,53.0,63.6,1,0
2.7,57.8,94.9,0,2
8.9,26.6,44.6,0,3
5.8,66.5,40.8,1,2
16.2,73.0,67.8,0,1
7.3,78.6,57.9,0,2
12.5,87.5,74.9,0,1
20.1,77.2,81.6,1,3
11.1,121.7,70.3,0,1
7.5,54.3,87.7,1,4
14.8,102.1,64.8,1,1
15.7,37.6,72.2,0,3
5.5,33.6,69.4,0,3
9.1,49.4,45.9,0,3
13.5,77.7,55.0,0,4
7.2,89.6,89.8,0,1
4.0,54.9,75.8,0,3
9.9,77.8,32.7,0,3
3.7,73.5,83.4,1,2
10.3,86.6,59.9,0,2
0.8,89.5,73.5,1,1
7.6,76.8,82.4,0,1
3.4,59.3,30.6,1,0
10.5,37.8,65.3,0,3
12.4,99.3,78.5,0,3
15.4,80.7,74.0,0,1
15.2,67.7,74.4,1,1
10.6,81.4,76.6,1,0
13.1,90.3,56.4,0,0
3.6,51.1,64.6,1,1
12.8,89.1,65.2,1,0
10.6,55.6,70.2,0,2
10.9,92.7,69.7,0,3
13.6,63.1,67.3,1,3
12.5,49.6,59.4,0,3
12.6,87.5,68.7,0,3
8.6,105.7,62.6,1,4
11.3,94.2,83.6,0,3
14.8,85.5,72.1,0,4
4.9,90.3,58.3,0,0
12.3,81.1,54.5,1,4
8.8,80.6,42.8,1,0
7.9,52.9,64.8,1,3
4.3,70.9,59.6,1,2
5.7,93.2,36.4,0,4
9.7,98.9,66.9,0,0
6.3,78.4,44.4,1,4
0.7,75.8,64.9,1,1
14.2,90.7,59.7,1,1
1.7,82.1,83.3,1,2
13.8,64.0,44.6,1,0
8.2,65.6,63.4,1,3
10.7,62.6,68.8,1,2
9.2,71.8,42.8,1,0
8.2,79.7,65.9,1,4
7.8,80.0,49.0,1,1
17.0,101.6,68.3,1,1
7.0,88.8,59.1,1,2
9.0,50.3,55.4,0,0
8.1,98.7,49.2,1,4
12.5,79.7,85.7,0,4
10.8,81.4,61.7,1,1
14.5,104.3,60.2,0,0
14.5,63.5,77.1,1,3
12.7,108.5,50.9,0,3
13.5,75.0,85.4,0,3
12.9,69.5,56.0,1,2
-0.0,112.9,18.5,1,0
-0.8,120.0,61.7,1,2
9.5,58.6,88.4,0,2
6.9,60.7,63.2,0,1
8.3,84.9,87.6,0,4
13.2,60.9,58.6,1,1
17.3,88.8,57.8,0,3
5.8,35.7,49.2,0,0
-0.1,69.6,75.8,0,2
3.4,24.6,74.8,0,3
8.6,113.7,56.4,0,4
16.9,65.9,57.3,0,0
10.5,59.3,50.5,1,4
7.7,60.7,70.4,0,0
6.2,97.8,77.7,1,2
2.1,86.4,55.7,1,0
11.0,88.0,65.1,0,4
10.6,39.4,71.4,0,4
5.3,126.3,66.4,0,3
13.4,72.8,56.1,0,0
12.0,71.4,54.8,0,4
1.7,83.2,64.1,0,2
10.9,65.6,81.3,0,3
8.3,26.9,58.5,0,4
4.5,91.7,56.0,1,0
3.2,63.3,82.7,0,4
20.0,92.8,67.4,1,1
8.8,65.7,38.1,0,2
10.0,85.1,94.9,0,0
14.3,37.7,77.8,1,1
8.1,82.8,83.4,1,3
13.8,77.9,61.1,1,0
15.3,113.2,66.7,0,2
10.0,77.0,86.4,1,0
6.0,79.8,59.4,0,3
11.5,67.9,73.2,0,0
16.6,82.2,59.2,0,0
19.3,80.4,70.5,0,4
9.2,60.7,84.1,1,2
19.0,88.5,84.3,0,4
14.1,98.2,70.5,1,0
14.7,16.0,89.7,0,0
13.4,122.6,59.8,1,3
15.0,103.5,70.2,1,1
4.8,53.4,63.8,1,0
8.0,83.7,57.0,0,3
7.9,62.0,89.6,0,0
4.7,103.8,53.1,0,3
8.0,79.3,40.6,0,0
1.9,83.9,95.4,0,2
3.7,70.1,68.8,1,2
13.5,54.6,75.2,1,0
-1.0,75.4,76.4,0,2
8.3,120.1,66.6,0,2
6.1,89.9,65.2,1,1
14.1,51.0,71.0,0,1
20.3,89.7,40.6,0,1
4.6,69.9,73.6,0,3
6.9,52.0,100.5,0,2
15.2,51.7,68.6,1,3
1.4,94.1,71.3,0,2
15.0,37.4,81.4,0,1
19.1,79.7,50.1,1,3
11.9,49.7,60.5,1,1
17.5,62.1,79.0,0,4
14.9,75.3,65.0,0,4
3.5,127.1,66.3,0,4
14.2,79.1,58.8,0,3
2.3,74.3,54.2,1,0
4.8,106.1,78.4,1,1
6.1,150.0,33.2,0,1
4.9,98.8,36.3,1,4
11.4,70.6,65.1,1,3
21.1,87.6,41.6,1,3
6.4,60.1,59.4,0,0
12.0,97.1,83.3,0,0
10.1,102.2,79.2,1,1
8.1,84.2,78.2,0,0
2.8,104.6,91.4,1,1
12.7,63.1,62.4,1,4
7.3,59.1,59.1,1,3
15.4,63.7,79.9,0,0
5.7,74.7,47.4,0,0
6.5,96.4,66.2,1,1
8.2,68.4,59.1,1,2
8.5,66.6,69.0,1,4
6.3,64.7,75.1,1,1
8.0,79.2,77.9,0,3
2.7,66.1,71.9,0,3
12.3,92.6,47.3,0,1
4.6,56.3,77.9,0,4
2.0,72.7,71.5,1,3
18.2,71.3,57.8,0,3
10.2,89.5,74.0,0,2
17.8,98.4,74.0,0,2
10.7,71.9,59.9,0,2
11.3,50.8,75.9,1,0
10.7,127.1,67.8,1,0
11.1,77.7,78.5,0,4
-1.5,82.0,78.7,1,0
6.5,81.9,70.2,1,1
4.3,65.0,86.4,1,0
11.0,95.4,66.2,1,1
-0.0,72.3,60.8,1,1
13.7,76.2,63.1,0,1
8.8,102.7,69.1,1,1
4.3,76.0,64.2,1,0
12.8,92.3,74.4,0,2
5.4,83.6,49.7,0,2
12.4,14.1,56.7,0,2
13.4,62.4,68.0,0,3
14.1,84.4,72.0,1,3
14.5,74.7,54.2,0,2
6.1,89.6,60.1,1,0
8.1,108.8,82.6,0,2
6.9,79.5,73.1,0,0
10.3,82.8,68.2,0,4
18.9,108.3,86.8,1,3
18.8,88.1,57.4,1,0
18.1,91.8,69.4,1,0
6.5,56.4,66.5,0,2
4.4,89.7,55.9,1,1
3.7,97.2,55.7,0,0
3.9,93.0,59.3,1,2
12.4,89.0,45.9,0,4
7.3,60.5,53.6,0,2
9.2,80.6,64.0,1,2
19.9,97.6,48.6,0,3
14.8,102.6,67.1,0,3
10.6,128.1,71.8,0,2
1.0,69.1,73.2,1,3
8.5,39.1,45.1,0,3
14.8,76.6,94.7,1,3
7.0,78.0,55.1,1,3
14.1,111.0,40.1,0,4
7.8,76.7,58.3,1,1
8.7,54.4,65.8,0,3
13.9,59.0,47.2,1,0
1.7,80.5,70.7,0,1
8.9,85.6,80.7,0,1
8.8,42.8,58.7,1,4
12.1,99.1,61.0,1,3
12.7,75.1,52.4,1,1
10.6,56.6,81.3,1,0
6.2,75.7,74.0,1,0
10.1,65.9,67.5,0,3
6.0,59.3,51.6,0,0
4.7,71.4,54.4,0,0
14.5,55.3,61.1,1,3
9.6,83.9,68.0,1,2
0.2,88.4,49.2,0,0
6.6,92.7,77.9,0,2
10.2,74.6,55.8,1,3
5.8,92.8,47.7,1,3
4.4,83.5,55.2,1,0
8.2,85.8,55.2,0,2
10.3,65.1,71.4,1,0
12.5,52.3,67.6,0,2
6.4,87.4,81.4,1,4
8.1,66.0,55.9,1,3
14.3,84.0,67.8,0,0
12.8,98.3,75.8,0,2
9.8,78.8,53.5,1,4
5.4,81.2,72.0,0,3
6.9,94.3,77.8,1,0
14.4,90.5,38.6,0,4
6.5,75.0,50.6,0,0
-1.2,57.8,60.7,0,0
4.6,60.5,64.2,0,1
7.2,63.6,64.4,0,2
8.0,77.9,67.2,0,0
8.9,94.1,71.2,0,2
17.6,9.7,73.4,0,4
12.3,91.2,56.4,1,3
16.9,96.7,57.7,1,4
9.0,67.8,81.2,1,2
11.4,71.3,41.1,1,0
6.5,83.6,79.3,0,3
7.4,93.3,55.4,1,1
6.7,94.8,62.0,1,2
7.3,56.7,40.6,1,4
9.3,98.5,48.6,0,3
2.8,130.0,67.3,0,1
5.3,65.9,42.8,1,2
6.6,34.2,72.0,1,0
11.3,68.5,61.3,1,0
9.0,60.5,53.1,0,3
11.2,69.1,68.2,0,3
12.5,78.1,70.8,1,3
4.0,73.7,53.7,1,3
15.5,92.6,60.5,0,4
9.7,78.1,72.5,0,2
9.9,107.6,61.8,0,0
8.1,75.3,84.5,1,4
-1.0,105.4,58.8,0,0
9.8,114.3,61.1,0,2
16.0,62.3,86.4,1,2
1.8,86.2,76.5,0,1
8.7,42.8,31.4,0,1
5.9,75.8,64.5,1,4
11.0,75.9,71.3,1,4
11.9,95.1,45.9,1,3
5.7,53.6,79.4,1,3
14.9,107.3,76.2,1,3
8.9,62.7,97.9,1,3
9.9,53.5,76.9,0,3
6.0,88.8,55.1,0,3
11.6,73.5,51.6,0,0
7.8,138.0,61.6,1,4
7.5,78.3,64.9,0,0
16.4,72.5,56.7,0,3
16.1,66.7,72.5,1,2
9.5,80.0,128.0,0,2
6.6,69.9,72.1,1,2
6.8,93.2,45.9,0,1
-2.4,54.7,83.5,1,0
14.8,91.5,45.4,0,4
12.7,62.3,95.6,1,3
8.4,68.8,78.6,0,3
9.6,57.6,14.0,0,4
1.1,64.3,73.7,1,3
14.0,42.5,43.9,1,4
2.7,87.2,47.5,0,2
14.4,109.3,69.5,1,4
9.5,76.7,68.7,1,2
11.1,106.6,81.0,1,4
14.6,112.2,66.4,0,1
11.0,73.0,86.2,0,1
9.1,82.3,54.8,0,2
16.9,100.7,68.8,0,2
2.3,75.6,70.3,0,2
12.2,114.3,62.6,0,2
11.8,83.5,80.7,1,2
14.1,76.3,72.3,0,1
9.8,29.5,75.5,0,4
7.0,74.3,60.7,1,4
14.6,86.9,70.6,0,1
0.7,117.2,50.4,1,4
6.0,49.0,60.4,1,1
1.4,84.0,77.7,1,1
6.9,63.4,71.8,0,4
8.8,45.6,56.8,1,2
0.4,84.8,75.8,0,3
12.6,79.6,81.4,1,1
16.8,81.1,81.6,1,2
1.4,46.7,37.0,1,3
8.2,83.4,51.8,1,0
11.2,96.4,65.8,0,1
5.0,49.9,70.9,0,2
1.2,98.2,70.9,1,2
6.4,63.6,67.2,1,3
15.3,86.3,72.6,1,1
6.7,47.4,69.6,0,0
13.2,104.3,64.1,1,1
6.4,88.8,70.0,1,0
-0.1,77.4,64.1,0,2
9.3,77.1,90.1,0,3
2.9,75.7,62.4,1,2
13.2,64.5,70.6,0,3
10.3,108.6,60.3,1,4
5.7,73.1,73.9,0,3
10.8,69.1,38.2,1,1
10.9,82.7,60.3,0,3
16.5,55.2,52.1,1,3
5.0,56.1,73.0,1,4
4.4,74.8,93.4,1,2
4.6,76.8,76.3,1,0
17.7,69.2,78.3,1,3
-0.2,62.8,62.7,0,4
